id,name,height,label
50983,Alice,179,:Dipendent
50984,David,189,:User
50985,David,185,:Dipendent
50986,Alice,175,:Dipendent
50987,Bob,156,:Employee
50988,Luca,197,:Employee
50989,Bob,196,:Employee
50990,Charlie,161,:Employee
50991,Alice,163,:User
50992,Bob,156,:User
50993,Luca,181,:Dipendent
50994,Alice,173,:Dipendent
50995,Luca,173,:Dipendent
50996,Bob,161,:Employee
50997,David,189,:Employee
50998,Bob,151,:Boss
50999,Bob,198,:Employee
51000,Bob,170,:User
51001,Charlie,199,:Boss
51002,David,157,:Boss
51003,Alice,183,:Dipendent
51004,Luca,166,:Boss
51005,Bob,194,:User
51006,Bob,156,:Employee
51007,Alice,196,:Boss
51008,David,154,:Employee
51009,Charlie,194,:Boss
51010,Alice,157,:User
51011,Bob,187,:Employee
51012,David,158,:User
51013,Charlie,190,:Dipendent
51014,David,158,:User
51015,David,178,:Employee
51016,David,183,:User
51017,Alice,174,:Dipendent
51018,David,180,:Dipendent
51019,David,173,:User
51020,Charlie,198,:User
51021,Alice,189,:Employee
51022,Bob,161,:Boss
51023,Charlie,169,:Employee
51024,David,168,:User
51025,Alice,155,:User
51026,Charlie,153,:Dipendent
51027,Alice,173,:Boss
51028,Luca,152,:User
51029,Charlie,166,:Boss
51030,Charlie,163,:Employee
51031,Charlie,188,:User
51032,David,188,:Dipendent
51033,David,195,:User
51034,Charlie,192,:Dipendent
51035,Charlie,194,:Boss
51036,Alice,195,:Dipendent
51037,Charlie,174,:Employee
51038,Alice,153,:Boss
51039,Luca,161,:Employee
51040,David,166,:Boss
51041,Alice,175,:User
51042,David,173,:Dipendent
51043,Charlie,195,:User
51044,Charlie,151,:Boss
51045,Charlie,179,:Employee
51046,Charlie,178,:Employee
51047,Luca,183,:Boss
51048,Charlie,165,:Employee
51049,Charlie,180,:Boss
51050,David,174,:Boss
51051,Bob,170,:User
51052,Alice,180,:User
51053,David,191,:Boss
51054,Bob,196,:Boss
51055,Alice,186,:Employee
51056,Luca,168,:Employee
51057,Alice,195,:Employee
51058,David,189,:Dipendent
51059,Bob,176,:Employee
51060,David,198,:Dipendent
51061,Alice,166,:Employee
51062,Bob,170,:Dipendent
51063,David,196,:User
51064,Luca,163,:Employee
51065,Luca,163,:User
51066,David,163,:Boss
51067,Bob,184,:Employee
51068,Bob,198,:Dipendent
51069,Alice,182,:Boss
51070,David,198,:Employee
51071,Alice,186,:User
51072,Bob,197,:Employee
51073,Alice,177,:User
51074,David,171,:Employee
51075,David,180,:Boss
51076,Charlie,181,:Dipendent
51077,Luca,179,:User
51078,Luca,180,:User
51079,David,173,:Employee
51080,David,163,:Dipendent
51081,Charlie,174,:User
51082,Alice,150,:Dipendent
51083,Charlie,197,:Employee
51084,Alice,152,:User
51085,Alice,188,:Boss
51086,Charlie,189,:Dipendent
51087,David,197,:Employee
51088,Luca,157,:Dipendent
51089,Luca,159,:Employee
51090,Bob,176,:Boss
51091,David,155,:Dipendent
51092,Alice,189,:User
51093,Luca,169,:Boss
51094,Charlie,194,:User
51095,Alice,172,:Boss
51096,Alice,169,:Employee
51097,Luca,171,:User
51098,Charlie,188,:User
51099,Luca,165,:Dipendent
51100,Charlie,160,:Employee
51101,Luca,195,:User
51102,Bob,178,:User
51103,Charlie,159,:User
51104,David,188,:Boss
51105,Charlie,186,:Boss
51106,Luca,182,:User
51107,Alice,182,:Employee
51108,Bob,191,:Dipendent
51109,David,185,:Dipendent
51110,Alice,164,:User
51111,Luca,189,:Boss
51112,Luca,185,:Employee
51113,David,150,:Dipendent
51114,Charlie,184,:Employee
51115,Bob,159,:Dipendent
51116,Bob,166,:Dipendent
51117,Alice,193,:Employee
51118,David,158,:Boss
51119,Charlie,172,:Dipendent
51120,Alice,192,:Dipendent
51121,Bob,167,:Employee
51122,Alice,179,:Employee
51123,Luca,190,:Boss
51124,Charlie,168,:Dipendent
51125,David,184,:User
51126,Charlie,182,:Dipendent
51127,Luca,181,:Boss
51128,Alice,151,:Employee
51129,Luca,180,:User
51130,Bob,181,:Boss
51131,Luca,190,:User
51132,Luca,174,:Boss
51133,Luca,162,:User
51134,Charlie,188,:Boss
51135,Alice,187,:Dipendent
51136,Luca,170,:Boss
51137,Bob,170,:Boss
51138,Charlie,192,:Dipendent
51139,Alice,151,:User
51140,Bob,183,:Boss
51141,Luca,199,:User
51142,Luca,190,:User
51143,Charlie,163,:Boss
51144,David,170,:Employee
51145,Luca,169,:Employee
51146,Charlie,193,:Dipendent
51147,Luca,184,:Employee
51148,Charlie,157,:Boss
51149,David,173,:User
51150,David,177,:Dipendent
51151,Luca,185,:Boss
51152,David,189,:Boss
51153,Alice,166,:Boss
51154,Alice,181,:Employee
51155,Bob,151,:Dipendent
51156,Alice,185,:Boss
51157,Bob,189,:Employee
51158,Alice,194,:Dipendent
51159,Luca,176,:User
51160,Charlie,189,:Dipendent
51161,Luca,164,:Dipendent
51162,David,166,:Employee
51163,Charlie,194,:Dipendent
51164,David,183,:User
51165,Charlie,170,:User
51166,Charlie,194,:Employee
51167,Luca,172,:Employee
51168,Charlie,174,:Dipendent
51169,David,194,:Dipendent
51170,Alice,179,:Employee
51171,Bob,164,:Dipendent
51172,Bob,171,:User
51173,Alice,163,:Dipendent
51174,Alice,154,:Boss
51175,Luca,189,:Boss
51176,Alice,184,:User
51177,Charlie,157,:Employee
51178,David,167,:Boss
51179,Bob,195,:Dipendent
51180,David,164,:User
51181,Luca,176,:Employee
51182,Charlie,165,:Dipendent
51183,Luca,195,:User
51184,Charlie,157,:User
51185,Alice,156,:User
51186,David,168,:User
51187,Bob,178,:Boss
51188,Alice,173,:Boss
51189,Alice,198,:Dipendent
51190,Charlie,176,:User
51191,Bob,172,:Dipendent
51192,Alice,150,:Dipendent
51193,Luca,176,:Dipendent
51194,Alice,191,:Boss
51195,Luca,153,:Employee
51196,Alice,183,:Employee
51197,David,172,:User
51198,Charlie,193,:Employee
51199,David,168,:Dipendent
51200,David,166,:Employee
51201,Alice,166,:Employee
51202,Charlie,181,:Boss
51203,Alice,181,:User
51204,Bob,179,:Employee
51205,Charlie,155,:Employee
51206,Charlie,197,:Dipendent
51207,Charlie,162,:Dipendent
51208,Charlie,182,:Employee
51209,Charlie,174,:Dipendent
51210,Bob,156,:Boss
51211,David,167,:User
51212,Luca,157,:Employee
51213,Luca,167,:Employee
51214,Charlie,189,:Boss
51215,Luca,156,:Employee
51216,Bob,199,:Boss
51217,Bob,159,:Dipendent
51218,Bob,192,:Boss
51219,David,192,:Dipendent
51220,Bob,181,:Boss
51221,Alice,161,:Dipendent
51222,Alice,179,:Employee
51223,Bob,158,:User
51224,Luca,150,:User
51225,Charlie,197,:User
51226,David,198,:Employee
51227,Bob,162,:Dipendent
51228,Bob,163,:Boss
51229,Charlie,167,:Employee
51230,Charlie,166,:Employee
51231,Luca,175,:Employee
51232,David,160,:Employee
51233,Charlie,152,:Boss
51234,David,180,:Boss
51235,Alice,198,:Dipendent
51236,Charlie,185,:Boss
51237,Charlie,163,:User
51238,Alice,195,:Boss
51239,Charlie,160,:User
51240,Bob,184,:User
51241,Charlie,171,:Dipendent
51242,Bob,189,:User
51243,Alice,167,:Dipendent
51244,David,150,:Employee
51245,Alice,200,:Employee
51246,Luca,196,:Boss
51247,David,163,:Boss
51248,Bob,185,:User
51249,Alice,176,:Boss
51250,David,153,:Boss
51251,David,198,:Dipendent
51252,Luca,195,:Boss
51253,David,197,:Boss
51254,Alice,188,:User
51255,Charlie,168,:Employee
51256,David,159,:User
51257,David,183,:Dipendent
51258,Alice,175,:Dipendent
51259,David,175,:Boss
51260,Luca,200,:Boss
51261,Bob,163,:Dipendent
51262,David,191,:Dipendent
51263,David,193,:Dipendent
51264,Bob,196,:Dipendent
51265,Charlie,180,:Employee
51266,Charlie,191,:Boss
51267,Alice,188,:Dipendent
51268,Alice,159,:User
51269,Bob,174,:User
51270,Bob,167,:Boss
51271,Charlie,172,:Dipendent
51272,David,160,:Boss
51273,Alice,168,:User
51274,Bob,164,:Employee
51275,Charlie,173,:Dipendent
51276,Luca,167,:Boss
51277,David,193,:Employee
51278,Bob,187,:Employee
51279,Bob,185,:Employee
51280,Charlie,186,:Dipendent
51281,Luca,170,:Employee
51282,Charlie,184,:Dipendent
51283,Alice,196,:Dipendent
51284,Alice,153,:Employee
51285,Bob,168,:Employee
51286,Alice,183,:Boss
51287,Charlie,182,:Dipendent
51288,Alice,172,:Dipendent
51289,David,179,:User
51290,Charlie,151,:User
51291,Alice,163,:Dipendent
51292,Luca,151,:Boss
51293,Luca,182,:Boss
51294,Bob,171,:Dipendent
51295,Luca,191,:Employee
51296,Bob,168,:User
51297,Luca,169,:Dipendent
51298,Charlie,157,:Boss
51299,Alice,164,:User
51300,Charlie,165,:Dipendent
51301,Alice,150,:User
51302,David,193,:Employee
51303,Alice,151,:User
51304,David,194,:User
51305,Charlie,160,:Employee
51306,Charlie,173,:Boss
51307,David,172,:Dipendent
51308,Luca,200,:Boss
51309,Luca,167,:Boss
51310,Charlie,184,:Employee
51311,Luca,184,:Dipendent
51312,Alice,189,:Boss
51313,Luca,154,:Boss
51314,Luca,178,:Employee
51315,Alice,162,:Boss
51316,Luca,199,:Employee
51317,Bob,169,:Employee
51318,Bob,182,:Boss
51319,David,157,:Boss
51320,Charlie,200,:User
51321,Charlie,159,:Employee
51322,Luca,200,:Boss
51323,Charlie,196,:Employee
51324,Charlie,181,:User
51325,David,150,:Boss
51326,Alice,168,:User
51327,Charlie,153,:Boss
51328,Charlie,175,:User
51329,David,189,:Employee
51330,Alice,185,:Dipendent
51331,Luca,151,:Employee
51332,Bob,189,:Dipendent
51333,Charlie,164,:Boss
51334,Charlie,154,:Dipendent
51335,Bob,177,:Employee
51336,Bob,193,:User
51337,Luca,173,:User
51338,Alice,190,:Dipendent
51339,David,193,:User
51340,Luca,173,:Dipendent
51341,Charlie,163,:Dipendent
51342,Bob,199,:Dipendent
51343,Bob,191,:User
51344,Charlie,169,:Boss
51345,David,188,:Employee
51346,Charlie,182,:Employee
51347,Charlie,175,:Dipendent
51348,Alice,187,:User
51349,Charlie,198,:Boss
51350,Luca,163,:User
51351,Charlie,159,:Boss
51352,Alice,195,:Dipendent
51353,Charlie,192,:Dipendent
51354,Alice,171,:Employee
51355,Charlie,189,:Employee
51356,Alice,194,:Employee
51357,Bob,179,:User
51358,Luca,199,:User
51359,Charlie,151,:Dipendent
51360,Bob,177,:Dipendent
51361,Bob,158,:Boss
51362,Bob,172,:Employee
51363,Bob,155,:Employee
51364,Bob,173,:Employee
51365,Bob,180,:Boss
51366,David,151,:Boss
51367,Charlie,154,:Employee
51368,Luca,187,:Boss
51369,Luca,188,:Boss
51370,Alice,200,:Employee
51371,Bob,194,:Dipendent
51372,Charlie,158,:Dipendent
51373,Bob,166,:Boss
51374,Luca,183,:Employee
51375,David,151,:Employee
51376,David,186,:User
51377,Bob,192,:Employee
51378,Charlie,169,:Boss
51379,Alice,180,:Dipendent
51380,David,195,:Dipendent
51381,Bob,177,:Dipendent
51382,Charlie,187,:Employee
51383,Luca,166,:Dipendent
51384,David,183,:Boss
51385,Luca,181,:Dipendent
51386,Bob,200,:Employee
51387,Charlie,154,:Boss
51388,Charlie,151,:User
51389,Charlie,163,:Dipendent
51390,David,164,:Boss
51391,Charlie,155,:Boss
51392,Alice,196,:Boss
51393,Alice,181,:Dipendent
51394,Alice,165,:User
51395,David,197,:Employee
51396,Charlie,180,:Dipendent
51397,Alice,165,:User
51398,Alice,156,:Employee
51399,Charlie,192,:User
51400,Alice,182,:Dipendent
51401,Luca,177,:Employee
51402,Alice,170,:Dipendent
51403,Bob,169,:Dipendent
51404,Luca,190,:Dipendent
51405,Luca,163,:Boss
51406,Bob,191,:Dipendent
51407,David,183,:Boss
51408,Luca,155,:Employee
51409,Charlie,177,:Employee
51410,Alice,177,:Boss
51411,Alice,174,:Employee
51412,Charlie,169,:User
51413,Alice,200,:Dipendent
51414,Bob,181,:Boss
51415,Alice,195,:User
51416,Charlie,198,:Dipendent
51417,Charlie,162,:User
51418,Bob,168,:User
51419,Charlie,166,:Dipendent
51420,David,170,:User
51421,David,193,:User
51422,Alice,189,:User
51423,Alice,154,:Dipendent
51424,Charlie,170,:Employee
51425,Luca,200,:Dipendent
51426,David,189,:Dipendent
51427,Charlie,193,:Employee
51428,Alice,176,:User
51429,Charlie,168,:Dipendent
51430,Charlie,162,:Boss
51431,Charlie,188,:User
51432,Bob,172,:Employee
51433,Charlie,159,:User
51434,David,194,:User
51435,Bob,189,:Employee
51436,David,157,:Dipendent
51437,Luca,164,:User
51438,Charlie,167,:Boss
51439,Alice,170,:User
51440,David,175,:User
51441,Bob,183,:Employee
51442,Alice,167,:Dipendent
51443,Charlie,197,:User
51444,Bob,171,:User
51445,Bob,196,:User
51446,Luca,165,:User
51447,Alice,151,:Dipendent
51448,Luca,191,:Boss
51449,Luca,150,:Employee
51450,David,196,:Boss
51451,Alice,198,:Employee
51452,David,197,:Boss
51453,Bob,182,:Employee
51454,Charlie,158,:Boss
51455,Alice,195,:User
51456,Bob,165,:Employee
51457,David,158,:Employee
51458,Alice,191,:Employee
51459,Alice,164,:Employee
51460,Charlie,196,:Employee
51461,Charlie,197,:Employee
51462,Charlie,181,:Employee
51463,David,193,:Employee
51464,David,193,:User
51465,Alice,171,:Employee
51466,Alice,168,:User
51467,Luca,163,:Dipendent
51468,Charlie,197,:Dipendent
51469,Charlie,158,:User
51470,David,169,:Dipendent
51471,Luca,177,:User
51472,Charlie,191,:Employee
51473,Alice,200,:User
51474,David,177,:Boss
51475,Bob,168,:Boss
51476,Alice,192,:Boss
51477,Alice,187,:Boss
51478,Bob,155,:Dipendent
51479,David,187,:User
51480,David,180,:Dipendent
51481,David,181,:Boss
51482,Luca,186,:Dipendent
51483,Alice,165,:Employee
51484,Bob,178,:Employee
51485,David,155,:Dipendent
51486,Alice,193,:Employee
51487,Charlie,153,:Boss
51488,David,197,:User
51489,Luca,187,:User
51490,Alice,189,:User
51491,Luca,197,:Employee
51492,Alice,157,:User
51493,David,150,:User
51494,Bob,169,:Boss
51495,Alice,154,:Dipendent
51496,Charlie,177,:User
51497,Alice,180,:Boss
51498,Bob,176,:User
51499,David,160,:Employee
51500,Bob,193,:Boss
51501,Bob,190,:Employee
51502,Bob,153,:User
51503,Alice,200,:Employee
51504,Luca,151,:User
51505,Charlie,162,:Dipendent
51506,Alice,173,:User
51507,David,151,:Employee
51508,Luca,157,:User
51509,Alice,197,:Dipendent
51510,Charlie,155,:Employee
51511,Charlie,163,:Boss
51512,David,200,:Boss
51513,Luca,200,:Boss
51514,Charlie,178,:Dipendent
51515,Bob,188,:Employee
51516,David,159,:Boss
51517,David,183,:Boss
51518,Bob,162,:User
51519,Charlie,193,:Employee
51520,Luca,163,:Dipendent
51521,Alice,159,:Dipendent
51522,Luca,153,:User
51523,Bob,177,:Employee
51524,Luca,180,:Boss
51525,Bob,180,:User
51526,Bob,156,:Boss
51527,David,160,:Boss
51528,Alice,173,:Boss
51529,David,168,:Boss
51530,Charlie,157,:User
51531,David,182,:Dipendent
51532,Luca,180,:User
51533,David,155,:Dipendent
51534,David,182,:Employee
51535,David,159,:Boss
51536,Charlie,150,:Dipendent
51537,Bob,153,:Boss
51538,Charlie,168,:User
51539,Charlie,176,:Boss
51540,Bob,199,:Dipendent
51541,David,166,:User
51542,Bob,165,:Boss
51543,Bob,170,:Dipendent
51544,Bob,154,:Dipendent
51545,Bob,171,:User
51546,David,156,:Employee
51547,Bob,170,:User
51548,Charlie,168,:Boss
51549,Alice,163,:Dipendent
51550,Bob,172,:Employee
51551,Luca,156,:Dipendent
51552,Charlie,176,:Dipendent
51553,David,159,:User
51554,Bob,181,:Employee
51555,Alice,196,:Boss
51556,David,184,:Boss
51557,Bob,150,:User
51558,Bob,180,:Dipendent
51559,Luca,196,:Employee
51560,Alice,163,:Dipendent
51561,David,192,:Employee
51562,Charlie,159,:User
51563,Alice,173,:User
51564,Charlie,160,:Employee
51565,David,179,:User
51566,Bob,187,:Boss
51567,David,159,:Dipendent
51568,Charlie,200,:Dipendent
51569,David,151,:Employee
51570,Alice,190,:Boss
51571,Alice,188,:Employee
51572,Luca,161,:Boss
51573,David,151,:User
51574,Bob,151,:Employee
51575,Bob,191,:Boss
51576,Luca,190,:Employee
51577,Alice,154,:Dipendent
51578,Alice,154,:User
51579,Luca,157,:Dipendent
51580,David,150,:Dipendent
51581,Luca,180,:Employee
51582,Alice,178,:User
51583,Charlie,193,:Dipendent
51584,Alice,186,:User
51585,Charlie,185,:Boss
51586,David,162,:Dipendent
51587,Bob,150,:Dipendent
51588,Luca,200,:Dipendent
51589,David,165,:User
51590,Bob,165,:Employee
51591,David,163,:Employee
51592,Bob,150,:User
51593,Luca,186,:User
51594,Alice,192,:Boss
51595,Bob,178,:Boss
51596,Charlie,172,:Employee
51597,Charlie,186,:Dipendent
51598,Alice,177,:Boss
51599,Luca,170,:Employee
51600,Alice,191,:Boss
51601,Bob,178,:Dipendent
51602,Charlie,194,:Employee
51603,Bob,174,:Dipendent
51604,Charlie,170,:User
51605,Alice,156,:Boss
51606,Alice,199,:Boss
51607,Charlie,160,:User
51608,David,171,:Dipendent
51609,Alice,184,:Boss
51610,Luca,182,:Employee
51611,Bob,164,:Boss
51612,Luca,162,:Employee
51613,David,176,:Dipendent
51614,Alice,199,:Boss
51615,Bob,165,:Employee
51616,Charlie,160,:Boss
51617,David,171,:Dipendent
51618,Charlie,172,:Boss
51619,Charlie,188,:Employee
51620,Alice,183,:Boss
51621,Charlie,171,:Employee
51622,Luca,165,:Employee
51623,Bob,191,:Employee
51624,Luca,157,:Employee
51625,David,183,:Dipendent
51626,Charlie,168,:Employee
51627,Charlie,161,:Employee
51628,Bob,171,:Employee
51629,Luca,151,:Dipendent
51630,Bob,170,:Dipendent
51631,Alice,168,:Dipendent
51632,Charlie,198,:Employee
51633,Luca,177,:Employee
51634,Luca,154,:Dipendent
51635,Luca,151,:User
51636,Bob,172,:Dipendent
51637,David,166,:Boss
51638,David,192,:Employee
51639,Luca,196,:Employee
51640,David,161,:Employee
51641,Bob,170,:Dipendent
51642,Luca,185,:Dipendent
51643,Bob,169,:User
51644,Charlie,170,:Boss
51645,Luca,189,:User
51646,Bob,187,:Dipendent
51647,Bob,151,:Dipendent
51648,Alice,177,:User
51649,David,185,:Employee
51650,David,186,:Boss
51651,Bob,163,:Boss
51652,Alice,188,:User
51653,David,198,:Boss
51654,Luca,183,:Employee
51655,Luca,152,:User
51656,Bob,187,:Employee
51657,David,180,:User
51658,David,165,:Dipendent
51659,David,166,:Employee
51660,Luca,183,:User
51661,Luca,184,:Employee
51662,David,163,:Employee
51663,David,192,:Dipendent
51664,Luca,197,:Dipendent
51665,Alice,181,:Employee
51666,Alice,195,:User
51667,Alice,186,:Dipendent
51668,Bob,169,:User
51669,Bob,160,:Dipendent
51670,Bob,180,:Boss
51671,Alice,190,:User
51672,Charlie,158,:User
51673,David,196,:User
51674,Charlie,169,:Dipendent
51675,Charlie,200,:Dipendent
51676,Bob,174,:User
51677,Bob,154,:Dipendent
51678,Luca,194,:Employee
51679,Alice,165,:Boss
51680,David,181,:User
51681,Alice,174,:Employee
51682,David,184,:Employee
51683,Bob,172,:Dipendent
51684,Luca,186,:Dipendent
51685,Alice,182,:User
51686,Bob,164,:Employee
51687,Alice,193,:Dipendent
51688,Alice,172,:User
51689,Charlie,193,:User
51690,David,194,:User
51691,Luca,159,:Boss
51692,David,172,:Boss
51693,Alice,169,:Employee
51694,Bob,168,:Dipendent
51695,Charlie,189,:Dipendent
51696,Bob,162,:Employee
51697,Alice,156,:Employee
51698,David,183,:User
51699,David,159,:Dipendent
51700,Alice,196,:Employee
51701,David,198,:Dipendent
51702,Charlie,179,:Employee
51703,David,173,:User
51704,Charlie,200,:User
51705,David,152,:Boss
51706,Alice,155,:Dipendent
51707,David,156,:Employee
51708,Alice,159,:Boss
51709,Bob,158,:Employee
51710,Charlie,193,:Dipendent
51711,David,167,:Dipendent
51712,Luca,180,:Boss
51713,Charlie,164,:Dipendent
51714,Bob,191,:User
51715,Luca,195,:Dipendent
51716,Alice,158,:User
51717,Alice,169,:Boss
51718,Charlie,196,:Boss
51719,David,159,:Employee
51720,Alice,152,:Employee
51721,Bob,193,:Dipendent
51722,Charlie,164,:User
51723,David,187,:User
51724,David,182,:Dipendent
51725,Bob,189,:Employee
51726,David,199,:Dipendent
51727,Bob,197,:User
51728,Charlie,188,:Boss
51729,David,180,:User
51730,Bob,157,:Employee
51731,David,165,:User
51732,Luca,150,:Employee
51733,David,166,:Employee
51734,Luca,185,:Boss
51735,David,154,:Dipendent
51736,Charlie,177,:User
51737,Luca,156,:Boss
51738,Alice,200,:User
51739,David,190,:Dipendent
51740,David,159,:Dipendent
51741,Bob,152,:Boss
51742,Bob,185,:Employee
51743,Luca,188,:Boss
51744,Charlie,173,:Dipendent
51745,Alice,183,:Employee
51746,Bob,187,:Dipendent
51747,Charlie,166,:User
51748,David,192,:User
51749,David,156,:Employee
51750,Alice,197,:User
51751,Bob,188,:Dipendent
51752,Bob,198,:User
51753,Luca,190,:Employee
51754,Charlie,150,:Boss
51755,Luca,160,:Employee
51756,Alice,184,:Boss
51757,Bob,168,:Dipendent
51758,David,185,:Dipendent
51759,Bob,171,:Employee
51760,Bob,155,:Employee
51761,David,172,:Dipendent
51762,Alice,185,:Dipendent
51763,Alice,170,:Employee
51764,Charlie,167,:User
51765,Luca,162,:Employee
51766,Alice,158,:Dipendent
51767,Luca,157,:User
51768,Luca,190,:Boss
51769,Bob,181,:User
51770,Alice,169,:User
51771,Charlie,162,:Dipendent
51772,Alice,164,:User
51773,Luca,184,:User
51774,Alice,158,:User
51775,Charlie,160,:Boss
51776,Alice,172,:Dipendent
51777,Luca,181,:Dipendent
51778,Alice,152,:Boss
51779,David,152,:User
51780,David,189,:User
51781,Bob,180,:Boss
51782,Alice,165,:Boss
51783,Charlie,192,:Employee
51784,Bob,200,:User
51785,Luca,187,:Employee
51786,Charlie,164,:Employee
51787,Charlie,190,:User
51788,Charlie,181,:Boss
51789,Bob,173,:Employee
51790,Alice,185,:Dipendent
51791,Charlie,198,:Employee
51792,Bob,183,:Boss
51793,Luca,176,:Boss
51794,Alice,170,:Dipendent
51795,David,184,:User
51796,Bob,153,:Employee
51797,David,187,:Employee
51798,Bob,191,:Employee
51799,Charlie,179,:Boss
51800,David,157,:Dipendent
51801,Alice,170,:User
51802,Bob,153,:User
51803,Bob,198,:Employee
51804,Luca,184,:Employee
51805,David,198,:Employee
51806,Charlie,198,:Boss
51807,Luca,154,:User
51808,Charlie,150,:Employee
51809,Alice,162,:User
51810,David,193,:Dipendent
51811,Charlie,178,:Employee
51812,Charlie,174,:User
51813,Bob,195,:Boss
51814,Alice,183,:Dipendent
51815,Charlie,161,:User
51816,Charlie,193,:Boss
51817,Luca,164,:User
51818,Bob,191,:Dipendent
51819,Alice,178,:Boss
51820,Charlie,199,:Employee
51821,Bob,161,:Boss
51822,Luca,163,:User
51823,Bob,186,:Boss
51824,Luca,155,:User
51825,David,166,:User
51826,Luca,178,:Employee
51827,David,168,:User
51828,Bob,197,:User
51829,Alice,155,:Boss
51830,Charlie,172,:Dipendent
51831,Luca,152,:Dipendent
51832,Bob,193,:Boss
51833,Luca,171,:Boss
51834,Charlie,158,:Boss
51835,Alice,164,:User
51836,Bob,185,:Dipendent
51837,Bob,194,:User
51838,Charlie,168,:Dipendent
51839,David,160,:User
51840,David,181,:Employee
51841,Luca,173,:User
51842,Bob,164,:Employee
51843,David,151,:Employee
51844,David,154,:Dipendent
51845,Luca,180,:Dipendent
51846,Charlie,164,:Employee
51847,Luca,150,:Employee
51848,Bob,176,:Dipendent
51849,Alice,155,:User
51850,Charlie,167,:Dipendent
51851,Alice,184,:Boss
51852,Luca,167,:Boss
51853,Luca,154,:Dipendent
51854,David,154,:User
51855,Luca,198,:User
51856,Alice,151,:User
51857,David,191,:Boss
51858,David,185,:Boss
51859,David,154,:User
51860,Alice,179,:Dipendent
51861,Alice,181,:Employee
51862,Luca,186,:Dipendent
51863,Charlie,189,:Boss
51864,Bob,158,:Boss
51865,David,178,:Boss
51866,Alice,187,:User
51867,Alice,194,:Boss
51868,Bob,167,:Boss
51869,Luca,150,:Dipendent
51870,David,176,:Dipendent
51871,Charlie,176,:Dipendent
51872,Bob,172,:User
51873,Bob,154,:Dipendent
51874,Charlie,198,:Dipendent
51875,Bob,155,:Dipendent
51876,Alice,181,:Employee
51877,Alice,191,:Employee
51878,Luca,183,:Dipendent
51879,Alice,157,:Dipendent
51880,David,196,:Dipendent
51881,Charlie,189,:Employee
51882,Charlie,195,:Boss
51883,Luca,155,:Dipendent
51884,Luca,150,:Employee
51885,David,183,:Dipendent
51886,Charlie,150,:Employee
51887,David,153,:User
51888,David,157,:Employee
51889,David,197,:Employee
51890,Alice,175,:Dipendent
51891,David,196,:Employee
51892,Alice,162,:Boss
51893,Charlie,188,:Employee
51894,Luca,158,:User
51895,Luca,158,:User
51896,David,188,:Dipendent
51897,Bob,185,:Boss
51898,Alice,192,:User
51899,Charlie,176,:User
51900,Bob,187,:Employee
51901,Luca,175,:Boss
51902,David,165,:Boss
51903,Luca,180,:Boss
51904,Bob,199,:User
51905,Alice,166,:Employee
51906,Charlie,165,:Employee
51907,Bob,199,:Boss
51908,David,182,:Employee
51909,Alice,173,:User
51910,David,179,:Employee
51911,Alice,195,:Dipendent
51912,Alice,184,:Boss
51913,Luca,190,:Boss
51914,Luca,168,:Dipendent
51915,Bob,169,:Boss
51916,David,176,:Boss
51917,Charlie,161,:Employee
51918,David,154,:User
51919,Charlie,162,:Dipendent
51920,David,156,:Dipendent
51921,David,185,:Boss
51922,Charlie,169,:Dipendent
51923,Charlie,196,:Employee
51924,David,176,:Boss
51925,Alice,195,:Dipendent
51926,Bob,183,:Employee
51927,Charlie,178,:Boss
51928,Luca,164,:Employee
51929,Luca,183,:User
51930,Charlie,158,:User
51931,Charlie,178,:User
51932,Bob,190,:Dipendent
51933,Charlie,184,:User
51934,Bob,189,:Employee
51935,Luca,179,:User
51936,Alice,169,:Boss
51937,Alice,200,:Dipendent
51938,Charlie,193,:Dipendent
51939,Alice,155,:Dipendent
51940,David,185,:Dipendent
51941,Alice,186,:Boss
51942,Luca,151,:User
51943,Bob,165,:Boss
51944,Charlie,190,:Boss
51945,Alice,170,:Boss
51946,Charlie,199,:User
51947,David,150,:Boss
51948,Alice,162,:User
51949,Bob,162,:Dipendent
51950,Charlie,162,:Boss
51951,Charlie,193,:User
51952,Alice,164,:Dipendent
51953,Bob,194,:Boss
51954,Charlie,178,:Boss
51955,Alice,168,:Dipendent
51956,Luca,157,:Dipendent
51957,Luca,153,:Dipendent
51958,Luca,183,:Employee
51959,David,184,:User
51960,Luca,163,:Dipendent
51961,Alice,154,:Boss
51962,Bob,159,:User
51963,Luca,192,:Dipendent
51964,Luca,159,:Boss
51965,Luca,177,:Employee
51966,Alice,171,:User
51967,Bob,188,:Employee
51968,David,150,:Boss
51969,Alice,177,:Employee
51970,Luca,197,:Employee
51971,Bob,195,:Employee
51972,David,155,:Boss
51973,David,181,:Boss
51974,Luca,186,:Boss
51975,Charlie,183,:User
51976,Luca,168,:Dipendent
51977,Bob,163,:Boss
51978,Alice,169,:Boss
51979,Alice,172,:Employee
51980,Luca,160,:User
51981,David,168,:User
51982,David,190,:Employee
51983,David,189,:Dipendent
51984,Bob,156,:Dipendent
51985,Bob,198,:Dipendent
51986,Charlie,179,:Dipendent
51987,Luca,184,:Employee
51988,Luca,163,:Employee
51989,Luca,151,:Dipendent
51990,Luca,181,:User
51991,David,191,:User
51992,David,158,:Employee
51993,Bob,170,:Boss
51994,Luca,192,:User
